iso_code,continent,location,date,total_cases,stringency_index,population_density
DEU,Europe,Germany,2021-02-05,2264392.0,83.33,237.016
DEU,Europe,Germany,2021-02-06,2274413.0,83.33,237.016
DEU,Europe,Germany,2021-02-07,2282794.0,83.33,237.016
DEU,Europe,Germany,2021-02-08,2285888.0,83.33,237.016
DEU,Europe,Germany,2021-02-09,2290086.0,83.33,237.016
DEU,Europe,Germany,2021-02-10,2299180.0,83.33,237.016
DEU,Europe,Germany,2021-02-11,2309460.0,83.33,237.016
DEU,Europe,Germany,2021-02-12,2318832.0,83.33,237.016
DEU,Europe,Germany,2021-02-13,2327370.0,83.33,237.016
DEU,Europe,Germany,2021-02-14,2332955.0,83.33,237.016
DEU,Europe,Germany,2021-02-15,2336717.0,83.33,237.016
DEU,Europe,Germany,2021-02-16,2341104.0,83.33,237.016
DEU,Europe,Germany,2021-02-17,2350337.0,83.33,237.016
DEU,Europe,Germany,2021-02-18,2360331.0,83.33,237.016
DEU,Europe,Germany,2021-02-19,2369541.0,83.33,237.016
DEU,Europe,Germany,2021-02-20,2378256.0,83.33,237.016
DEU,Europe,Germany,2021-02-21,2386027.0,83.33,237.016
DEU,Europe,Germany,2021-02-22,2389049.0,81.48,237.016
DEU,Europe,Germany,2021-02-23,2393454.0,81.48,237.016
DEU,Europe,Germany,2021-02-24,2403620.0,81.48,237.016
DEU,Europe,Germany,2021-02-25,2414926.0,81.48,237.016
DEU,Europe,Germany,2021-02-26,2424821.0,81.48,237.016
DEU,Europe,Germany,2021-02-27,2434289.0,81.48,237.016
DEU,Europe,Germany,2021-02-28,2441951.0,81.48,237.016
DEU,Europe,Germany,2021-03-01,2445400.0,77.78,237.016
DEU,Europe,Germany,2021-03-02,2450089.0,77.78,237.016
DEU,Europe,Germany,2021-03-03,2461055.0,77.78,237.016
DEU,Europe,Germany,2021-03-04,2472369.0,77.78,237.016
DEU,Europe,Germany,2021-03-05,2482505.0,77.78,237.016
DEU,Europe,Germany,2021-03-06,2492160.0,77.78,237.016
DEU,Europe,Germany,2021-03-07,2500457.0,77.78,237.016
DEU,Europe,Germany,2021-03-08,2503820.0,77.78,237.016
DEU,Europe,Germany,2021-03-09,2508669.0,77.78,237.016
DEU,Europe,Germany,2021-03-10,2520187.0,77.78,237.016
DEU,Europe,Germany,2021-03-11,2534185.0,77.78,237.016
DEU,Europe,Germany,2021-03-12,2547346.0,77.78,237.016
DEU,Europe,Germany,2021-03-13,2559904.0,77.78,237.016
DEU,Europe,Germany,2021-03-14,2570372.0,77.78,237.016
DEU,Europe,Germany,2021-03-15,2575207.0,77.78,237.016
DEU,Europe,Germany,2021-03-16,2582056.0,77.78,237.016
DEU,Europe,Germany,2021-03-17,2597843.0,77.78,237.016
DEU,Europe,Germany,2021-03-18,2616205.0,77.78,237.016
DEU,Europe,Germany,2021-03-19,2632940.0,77.78,237.016
DEU,Europe,Germany,2021-03-20,2648641.0,75.0,237.016
DEU,Europe,Germany,2021-03-21,2661861.0,75.0,237.016
DEU,Europe,Germany,2021-03-22,2667817.0,75.0,237.016
DEU,Europe,Germany,2021-03-23,2676721.0,75.0,237.016
DEU,Europe,Germany,2021-03-24,2696170.0,75.0,237.016
DEU,Europe,Germany,2021-03-25,2718812.0,75.0,237.016
DEU,Europe,Germany,2021-03-26,2740722.0,75.0,237.016
DEU,Europe,Germany,2021-03-27,2760758.0,75.0,237.016
DEU,Europe,Germany,2021-03-28,2776534.0,75.0,237.016
DEU,Europe,Germany,2021-03-29,2784122.0,75.0,237.016
DEU,Europe,Germany,2021-03-30,2795121.0,75.0,237.016
DEU,Europe,Germany,2021-03-31,2815511.0,75.0,237.016
DEU,Europe,Germany,2021-04-01,2839498.0,75.0,237.016
DEU,Europe,Germany,2021-04-02,2860914.0,75.0,237.016
DEU,Europe,Germany,2021-04-03,2876394.0,75.0,237.016
DEU,Europe,Germany,2021-04-04,2886993.0,75.0,237.016
DEU,Europe,Germany,2021-04-05,2894138.0,75.0,237.016
DEU,Europe,Germany,2021-04-06,2901160.0,75.0,237.016
DEU,Europe,Germany,2021-04-07,2912658.0,75.0,237.016
DEU,Europe,Germany,2021-04-08,2936381.0,75.0,237.016
DEU,Europe,Germany,2021-04-09,2962132.0,75.0,237.016
DEU,Europe,Germany,2021-04-10,2985422.0,75.0,237.016
DEU,Europe,Germany,2021-04-11,3003474.0,75.0,237.016
DEU,Europe,Germany,2021-04-12,3012327.0,75.0,237.016
DEU,Europe,Germany,2021-04-13,3024447.0,75.0,237.016
DEU,Europe,Germany,2021-04-14,3051166.0,75.0,237.016
DEU,Europe,Germany,2021-04-15,3079716.0,75.0,237.016
DEU,Europe,Germany,2021-04-16,3104776.0,75.0,237.016
DEU,Europe,Germany,2021-04-17,3127856.0,75.0,237.016
DEU,Europe,Germany,2021-04-18,3145542.0,75.0,237.016
DEU,Europe,Germany,2021-04-19,3154346.0,75.0,237.016
DEU,Europe,Germany,2021-04-20,3166643.0,75.0,237.016
DEU,Europe,Germany,2021-04-21,3194606.0,75.0,237.016
DEU,Europe,Germany,2021-04-22,3223974.0,75.0,237.016
DEU,Europe,Germany,2021-04-23,3249405.0,75.0,237.016
DEU,Europe,Germany,2021-04-24,3272367.0,75.0,237.016
DEU,Europe,Germany,2021-04-25,3290362.0,75.0,237.016
DEU,Europe,Germany,2021-04-26,3299025.0,75.0,237.016
DEU,Europe,Germany,2021-04-27,3311211.0,75.0,237.016
DEU,Europe,Germany,2021-04-28,3336460.0,75.0,237.016
DEU,Europe,Germany,2021-04-29,3361463.0,75.0,237.016
DEU,Europe,Germany,2021-04-30,3382866.0,75.0,237.016
DEU,Europe,Germany,2021-05-01,3402020.0,75.0,237.016
DEU,Europe,Germany,2021-05-02,3417066.0,75.0,237.016
DEU,Europe,Germany,2021-05-03,3423716.0,75.0,237.016
DEU,Europe,Germany,2021-05-04,3432831.0,75.0,237.016
DEU,Europe,Germany,2021-05-05,3453800.0,75.0,237.016
DEU,Europe,Germany,2021-05-06,3474642.0,75.0,237.016
DEU,Europe,Germany,2021-05-07,3491789.0,75.0,237.016
DEU,Europe,Germany,2021-05-08,3507245.0,75.0,237.016
DEU,Europe,Germany,2021-05-09,3519253.0,75.0,237.016
DEU,Europe,Germany,2021-05-10,3524570.0,75.0,237.016
DEU,Europe,Germany,2021-05-11,3531958.0,75.0,237.016
DEU,Europe,Germany,2021-05-12,3548701.0,75.0,237.016
DEU,Europe,Germany,2021-05-13,3565164.0,75.0,237.016
DEU,Europe,Germany,2021-05-14,3574826.0,75.0,237.016
DEU,Europe,Germany,2021-05-15,3582455.0,75.0,237.016
DEU,Europe,Germany,2021-05-16,3591047.0,75.0,237.016
DEU,Europe,Germany,2021-05-17,3595320.0,75.0,237.016
DEU,Europe,Germany,2021-05-18,3600561.0,75.0,237.016
DEU,Europe,Germany,2021-05-19,3612871.0,75.0,237.016
DEU,Europe,Germany,2021-05-20,3624171.0,75.0,237.016
DEU,Europe,Germany,2021-05-21,3632597.0,75.0,237.016
DEU,Europe,Germany,2021-05-22,3640174.0,75.0,237.016
DEU,Europe,Germany,2021-05-23,3645994.0,75.0,237.016
DEU,Europe,Germany,2021-05-24,3647996.0,75.0,237.016
DEU,Europe,Germany,2021-05-25,3649794.0,75.0,237.016
DEU,Europe,Germany,2021-05-26,3653462.0,75.0,237.016
DEU,Europe,Germany,2021-05-27,3660605.0,75.0,237.016
DEU,Europe,Germany,2021-05-28,3667394.0,75.0,237.016
DEU,Europe,Germany,2021-05-29,3672567.0,75.0,237.016
DEU,Europe,Germany,2021-05-30,3676257.0,75.0,237.016
DEU,Europe,Germany,2021-05-31,3677863.0,69.44,237.016
DEU,Europe,Germany,2021-06-01,3680302.0,69.44,237.016
DEU,Europe,Germany,2021-06-02,3685406.0,69.44,237.016
DEU,Europe,Germany,2021-06-03,3689893.0,69.44,237.016
DEU,Europe,Germany,2021-06-04,3692827.0,69.44,237.016
DEU,Europe,Germany,2021-06-05,3695100.0,69.44,237.016
DEU,Europe,Germany,2021-06-06,3697409.0,67.59,237.016
DEU,Europe,Germany,2021-06-07,3698545.0,67.59,237.016
DEU,Europe,Germany,2021-06-08,3700259.0,67.59,237.016
DEU,Europe,Germany,2021-06-09,3703795.0,67.59,237.016
DEU,Europe,Germany,2021-06-10,3706657.0,67.59,237.016
DEU,Europe,Germany,2021-06-11,3708938.0,67.59,237.016
DEU,Europe,Germany,2021-06-12,3710781.0,67.59,237.016
DEU,Europe,Germany,2021-06-13,3712092.0,67.59,237.016
DEU,Europe,Germany,2021-06-14,3712608.0,67.59,237.016
DEU,Europe,Germany,2021-06-15,3713541.0,67.59,237.016
DEU,Europe,Germany,2021-06-16,3715244.0,67.59,237.016
DEU,Europe,Germany,2021-06-17,3716685.0,67.59,237.016
DEU,Europe,Germany,2021-06-18,3717847.0,67.59,237.016
DEU,Europe,Germany,2021-06-19,3718879.0,67.59,237.016
DEU,Europe,Germany,2021-06-20,3719616.0,67.59,237.016
DEU,Europe,Germany,2021-06-21,3719892.0,67.59,237.016
DEU,Europe,Germany,2021-06-22,3720501.0,67.59,237.016
DEU,Europe,Germany,2021-06-23,3721570.0,67.59,237.016
DEU,Europe,Germany,2021-06-24,3722474.0,67.59,237.016
DEU,Europe,Germany,2021-06-25,3723304.0,67.59,237.016
DEU,Europe,Germany,2021-06-26,3724045.0,67.59,237.016
DEU,Europe,Germany,2021-06-27,3724528.0,67.59,237.016
DEU,Europe,Germany,2021-06-28,3724751.0,67.59,237.016
DEU,Europe,Germany,2021-06-29,3725275.0,67.59,237.016
DEU,Europe,Germany,2021-06-30,3726174.0,67.59,237.016
DEU,Europe,Germany,2021-07-01,3727041.0,67.59,237.016
DEU,Europe,Germany,2021-07-02,3727752.0,67.59,237.016
DEU,Europe,Germany,2021-07-03,3728421.0,67.59,237.016
DEU,Europe,Germany,2021-07-04,3728930.0,67.59,237.016
DEU,Europe,Germany,2021-07-05,3729138.0,67.59,237.016
DEU,Europe,Germany,2021-07-06,3729694.0,67.59,237.016
DEU,Europe,Germany,2021-07-07,3730760.0,67.59,237.016
DEU,Europe,Germany,2021-07-08,3731723.0,67.59,237.016
DEU,Europe,Germany,2021-07-09,3732682.0,67.59,237.016
DEU,Europe,Germany,2021-07-10,3733632.0,67.59,237.016
DEU,Europe,Germany,2021-07-11,3734425.0,67.59,237.016
DEU,Europe,Germany,2021-07-12,3734736.0,67.59,237.016
DEU,Europe,Germany,2021-07-13,3735539.0,67.59,237.016
DEU,Europe,Germany,2021-07-14,3737303.0,67.59,237.016
DEU,Europe,Germany,2021-07-15,3738930.0,67.59,237.016
DEU,Europe,Germany,2021-07-16,3740451.0,67.59,237.016
DEU,Europe,Germany,2021-07-17,3742071.0,67.59,237.016
DEU,Europe,Germany,2021-07-18,3743352.0,67.59,237.016
DEU,Europe,Germany,2021-07-19,3743851.0,67.59,237.016
DEU,Europe,Germany,2021-07-20,3745284.0,67.59,237.016
DEU,Europe,Germany,2021-07-21,3747625.0,67.59,237.016
DEU,Europe,Germany,2021-07-22,3749920.0,67.59,237.016
DEU,Europe,Germany,2021-07-23,3752147.0,67.59,237.016
DEU,Europe,Germany,2021-07-24,3754267.0,67.59,237.016
DEU,Europe,Germany,2021-07-25,3755860.0,67.59,237.016
DEU,Europe,Germany,2021-07-26,3756497.0,67.59,237.016
DEU,Europe,Germany,2021-07-27,3758162.0,67.59,237.016
DEU,Europe,Germany,2021-07-28,3761260.0,67.59,237.016
DEU,Europe,Germany,2021-07-29,3764106.0,67.59,237.016
DEU,Europe,Germany,2021-07-30,3766743.0,67.59,237.016
DEU,Europe,Germany,2021-07-31,3769274.0,67.59,237.016
DEU,Europe,Germany,2021-08-01,3771237.0,64.81,237.016
DEU,Europe,Germany,2021-08-02,3772020.0,64.81,237.016
DEU,Europe,Germany,2021-08-03,3774140.0,59.26,237.016
DEU,Europe,Germany,2021-08-04,3777896.0,59.26,237.016
DEU,Europe,Germany,2021-08-05,3781439.0,59.26,237.016
DEU,Europe,Germany,2021-08-06,3784970.0,59.26,237.016
DEU,Europe,Germany,2021-08-07,3788510.0,59.26,237.016
DEU,Europe,Germany,2021-08-08,3791302.0,59.26,237.016
DEU,Europe,Germany,2021-08-09,3792443.0,59.26,237.016
DEU,Europe,Germany,2021-08-10,3795370.0,59.26,237.016
DEU,Europe,Germany,2021-08-11,3800932.0,59.26,237.016
DEU,Europe,Germany,2021-08-12,3806578.0,59.26,237.016
DEU,Europe,Germany,2021-08-13,3812024.0,59.26,237.016
DEU,Europe,Germany,2021-08-14,3817812.0,59.26,237.016
DEU,Europe,Germany,2021-08-15,3822450.0,59.26,237.016
DEU,Europe,Germany,2021-08-16,3824521.0,59.26,237.016
DEU,Europe,Germany,2021-08-17,3829048.0,59.26,237.016
DEU,Europe,Germany,2021-08-18,3837971.0,59.26,237.016
DEU,Europe,Germany,2021-08-19,3846729.0,59.26,237.016
DEU,Europe,Germany,2021-08-20,3855418.0,56.48,237.016
DEU,Europe,Germany,2021-08-21,3864256.0,56.48,237.016
DEU,Europe,Germany,2021-08-22,3871076.0,56.48,237.016
DEU,Europe,Germany,2021-08-23,3874174.0,44.76,237.016
DEU,Europe,Germany,2021-08-24,3880748.0,44.69,237.016
DEU,Europe,Germany,2021-08-25,3893648.0,44.61,237.016
DEU,Europe,Germany,2021-08-26,3906366.0,44.55,237.016
DEU,Europe,Germany,2021-08-27,3917994.0,44.5,237.016
DEU,Europe,Germany,2021-08-28,3928393.0,43.74,237.016
DEU,Europe,Germany,2021-08-29,3936799.0,43.73,237.016
DEU,Europe,Germany,2021-08-30,3940538.0,43.69,237.016
DEU,Europe,Germany,2021-08-31,3947627.0,43.65,237.016
DEU,Europe,Germany,2021-09-01,3962207.0,43.59,237.016
DEU,Europe,Germany,2021-09-02,3976948.0,43.54,237.016
DEU,Europe,Germany,2021-09-03,3989669.0,43.5,237.016
DEU,Europe,Germany,2021-09-04,4001742.0,43.49,237.016
DEU,Europe,Germany,2021-09-05,4011222.0,43.48,237.016
DEU,Europe,Germany,2021-09-06,4015267.0,43.45,237.016
DEU,Europe,Germany,2021-09-07,4022284.0,43.41,237.016
DEU,Europe,Germany,2021-09-08,4037407.0,43.36,237.016
DEU,Europe,Germany,2021-09-09,4051564.0,43.32,237.016
DEU,Europe,Germany,2021-09-10,4063955.0,43.28,237.016
DEU,Europe,Germany,2021-09-11,4075096.0,37.7,237.016
DEU,Europe,Germany,2021-09-12,4083646.0,37.69,237.016
DEU,Europe,Germany,2021-09-13,4086926.0,37.66,237.016
DEU,Europe,Germany,2021-09-14,4093807.0,37.62,237.016
DEU,Europe,Germany,2021-09-15,4107199.0,37.57,237.016
DEU,Europe,Germany,2021-09-16,4119426.0,37.52,237.016
DEU,Europe,Germany,2021-09-17,4129699.0,37.48,237.016
DEU,Europe,Germany,2021-09-18,4138582.0,37.46,237.016
DEU,Europe,Germany,2021-09-19,4145620.0,37.45,237.016
DEU,Europe,Germany,2021-09-20,4148399.0,37.42,237.016
DEU,Europe,Germany,2021-09-21,4153807.0,36.87,237.016
DEU,Europe,Germany,2021-09-22,4165070.0,36.82,237.016
DEU,Europe,Germany,2021-09-23,4175527.0,36.78,237.016
DEU,Europe,Germany,2021-09-24,4184614.0,36.74,237.016
DEU,Europe,Germany,2021-09-25,4193025.0,36.73,237.016
DEU,Europe,Germany,2021-09-26,4199375.0,36.71,237.016
DEU,Europe,Germany,2021-09-27,4202024.0,36.69,237.016
DEU,Europe,Germany,2021-09-28,4207792.0,36.65,237.016
DEU,Europe,Germany,2021-09-29,4220441.0,36.61,237.016
DEU,Europe,Germany,2021-09-30,4231820.0,36.57,237.016
DEU,Europe,Germany,2021-10-01,4241319.0,35.57,237.016
DEU,Europe,Germany,2021-10-02,4249708.0,35.56,237.016
DEU,Europe,Germany,2021-10-03,4255858.0,35.56,237.016
DEU,Europe,Germany,2021-10-04,4258506.0,35.55,237.016
DEU,Europe,Germany,2021-10-05,4264176.0,35.52,237.016
DEU,Europe,Germany,2021-10-06,4276395.0,35.49,237.016
DEU,Europe,Germany,2021-10-07,4287510.0,35.46,237.016
DEU,Europe,Germany,2021-10-08,4297652.0,35.44,237.016
DEU,Europe,Germany,2021-10-09,4306871.0,35.43,237.016
DEU,Europe,Germany,2021-10-10,4313892.0,29.88,237.016
DEU,Europe,Germany,2021-10-11,4316530.0,29.87,237.016
DEU,Europe,Germany,2021-10-12,4322792.0,29.84,237.016
DEU,Europe,Germany,2021-10-13,4335437.0,29.81,237.016
DEU,Europe,Germany,2021-10-14,4347499.0,29.78,237.016
DEU,Europe,Germany,2021-10-15,4358839.0,29.77,237.016
DEU,Europe,Germany,2021-10-16,4369990.0,29.76,237.016
DEU,Europe,Germany,2021-10-17,4378477.0,29.76,237.016
DEU,Europe,Germany,2021-10-18,4381889.0,29.75,237.016
DEU,Europe,Germany,2021-10-19,4390031.0,29.72,237.016
DEU,Europe,Germany,2021-10-20,4409192.0,29.7,237.016
DEU,Europe,Germany,2021-10-21,4427169.0,29.67,237.016
DEU,Europe,Germany,2021-10-22,4444470.0,29.65,237.016
DEU,Europe,Germany,2021-10-23,4461144.0,29.65,237.016
DEU,Europe,Germany,2021-10-24,4474431.0,29.65,237.016
DEU,Europe,Germany,2021-10-25,4479613.0,29.64,237.016
DEU,Europe,Germany,2021-10-26,4491483.0,29.61,237.016
DEU,Europe,Germany,2021-10-27,4517865.0,29.58,237.016
DEU,Europe,Germany,2021-10-28,4545169.0,31.43,237.016
DEU,Europe,Germany,2021-10-29,4569522.0,31.41,237.016
DEU,Europe,Germany,2021-10-30,4592092.0,31.4,237.016
DEU,Europe,Germany,2021-10-31,4609172.0,31.4,237.016
DEU,Europe,Germany,2021-11-01,4616625.0,31.39,237.016
DEU,Europe,Germany,2021-11-02,4628107.0,31.37,237.016
DEU,Europe,Germany,2021-11-03,4652511.0,31.34,237.016
DEU,Europe,Germany,2021-11-04,4688655.0,31.31,237.016
DEU,Europe,Germany,2021-11-05,4725121.0,31.29,237.016
DEU,Europe,Germany,2021-11-06,4758870.0,31.29,237.016
DEU,Europe,Germany,2021-11-07,4782640.0,31.28,237.016
DEU,Europe,Germany,2021-11-08,4794503.0,31.27,237.016
DEU,Europe,Germany,2021-11-09,4818791.0,31.24,237.016
DEU,Europe,Germany,2021-11-10,4865990.0,33.06,237.016
DEU,Europe,Germany,2021-11-11,4916838.0,33.04,237.016
DEU,Europe,Germany,2021-11-12,4966582.0,33.01,237.016
DEU,Europe,Germany,2021-11-13,5012668.0,33.01,237.016
DEU,Europe,Germany,2021-11-14,5046643.0,33.01,237.016
DEU,Europe,Germany,2021-11-15,5065677.0,48.31,237.016
DEU,Europe,Germany,2021-11-16,5100263.0,48.29,237.016
DEU,Europe,Germany,2021-11-17,5163271.0,48.27,237.016
DEU,Europe,Germany,2021-11-18,5226464.0,48.25,237.016
DEU,Europe,Germany,2021-11-19,5287692.0,48.23,237.016
DEU,Europe,Germany,2021-11-20,5350240.0,48.22,237.016
DEU,Europe,Germany,2021-11-21,5392567.0,48.22,237.016
DEU,Europe,Germany,2021-11-22,5417340.0,48.21,237.016
DEU,Europe,Germany,2021-11-23,5464002.0,48.19,237.016
DEU,Europe,Germany,2021-11-24,5538552.0,48.16,237.016
DEU,Europe,Germany,2021-11-25,5614280.0,48.14,237.016
DEU,Europe,Germany,2021-11-26,5686142.0,48.12,237.016
DEU,Europe,Germany,2021-11-27,5750226.0,48.11,237.016
DEU,Europe,Germany,2021-11-28,5795162.0,48.11,237.016
DEU,Europe,Germany,2021-11-29,5820699.0,48.09,237.016
DEU,Europe,Germany,2021-11-30,5865046.0,48.07,237.016
DEU,Europe,Germany,2021-12-01,5938659.0,48.04,237.016
DEU,Europe,Germany,2021-12-02,6012674.0,48.02,237.016
DEU,Europe,Germany,2021-12-03,6080689.0,48.0,237.016
DEU,Europe,Germany,2021-12-04,6143206.0,47.99,237.016
DEU,Europe,Germany,2021-12-05,6185694.0,47.98,237.016
DEU,Europe,Germany,2021-12-06,6208761.0,47.97,237.016
DEU,Europe,Germany,2021-12-07,6251267.0,47.94,237.016
DEU,Europe,Germany,2021-12-08,6320600.0,47.92,237.016
DEU,Europe,Germany,2021-12-09,6387789.0,47.89,237.016
DEU,Europe,Germany,2021-12-10,6445489.0,47.87,237.016
DEU,Europe,Germany,2021-12-11,6496622.0,47.85,237.016
DEU,Europe,Germany,2021-12-12,6531256.0,47.84,237.016
DEU,Europe,Germany,2021-12-13,6546793.0,47.83,237.016
DEU,Europe,Germany,2021-12-14,6578381.0,47.8,237.016
DEU,Europe,Germany,2021-12-15,6638598.0,47.76,237.016
DEU,Europe,Germany,2021-12-16,6691032.0,47.72,237.016
DEU,Europe,Germany,2021-12-17,6738298.0,47.69,237.016
DEU,Europe,Germany,2021-12-18,6779566.0,47.67,237.016
DEU,Europe,Germany,2021-12-19,6808081.0,47.66,237.016
DEU,Europe,Germany,2021-12-20,6820313.0,47.64,237.016
DEU,Europe,Germany,2021-12-21,6847272.0,47.6,237.016
DEU,Europe,Germany,2021-12-22,6895527.0,47.56,237.016
DEU,Europe,Germany,2021-12-23,6936445.0,47.54,237.016
DEU,Europe,Germany,2021-12-24,6971432.0,47.54,237.016
DEU,Europe,Germany,2021-12-25,6993327.0,47.54,237.016
DEU,Europe,Germany,2021-12-26,7003747.0,47.54,237.016
DEU,Europe,Germany,2021-12-27,7014153.0,47.52,237.016
DEU,Europe,Germany,2021-12-28,7038625.0,47.5,237.016
DEU,Europe,Germany,2021-12-29,7081961.0,47.48,237.016
DEU,Europe,Germany,2021-12-30,7123617.0,47.47,237.016
DEU,Europe,Germany,2021-12-31,7165082.0,47.46,237.016
DEU,Europe,Germany,2022-01-01,7194048.0,47.46,237.016
DEU,Europe,Germany,2022-01-02,7208271.0,47.46,237.016
DEU,Europe,Germany,2022-01-03,7222846.0,47.44,237.016
DEU,Europe,Germany,2022-01-04,7258798.0,47.41,237.016
DEU,Europe,Germany,2022-01-05,7323290.0,47.38,237.016
DEU,Europe,Germany,2022-01-06,7387772.0,47.36,237.016
DEU,Europe,Germany,2022-01-07,7444061.0,47.32,237.016
DEU,Europe,Germany,2022-01-08,7499962.0,47.3,237.016
DEU,Europe,Germany,2022-01-09,7537007.0,47.29,237.016
DEU,Europe,Germany,2022-01-10,7560745.0,47.27,237.016
DEU,Europe,Germany,2022-01-11,7614474.0,47.23,237.016
DEU,Europe,Germany,2022-01-12,7700591.0,47.2,237.016
DEU,Europe,Germany,2022-01-13,7789010.0,47.16,237.016
DEU,Europe,Germany,2022-01-14,7873096.0,47.13,237.016
DEU,Europe,Germany,2022-01-15,7953899.0,47.11,237.016
DEU,Europe,Germany,2022-01-16,8011262.0,47.1,237.016
DEU,Europe,Germany,2022-01-17,8046869.0,47.08,237.016
DEU,Europe,Germany,2022-01-18,8129613.0,47.06,237.016
DEU,Europe,Germany,2022-01-19,8256374.0,47.03,237.016
DEU,Europe,Germany,2022-01-20,8396527.0,47.0,237.016
DEU,Europe,Germany,2022-01-21,8541129.0,46.97,237.016
DEU,Europe,Germany,2022-01-22,8685253.0,46.95,237.016
DEU,Europe,Germany,2022-01-23,8781548.0,46.94,237.016
DEU,Europe,Germany,2022-01-24,8843462.0,43.4,237.016
DEU,Europe,Germany,2022-01-25,8982747.0,43.39,237.016
DEU,Europe,Germany,2022-01-26,9176195.0,43.39,237.016
DEU,Europe,Germany,2022-01-27,9371018.0,43.38,237.016
DEU,Europe,Germany,2022-01-28,9570104.0,43.37,237.016
DEU,Europe,Germany,2022-01-29,9757958.0,43.37,237.016
DEU,Europe,Germany,2022-01-30,9882791.0,43.37,237.016
DEU,Europe,Germany,2022-01-31,9957642.0,43.37,237.016
DEU,Europe,Germany,2022-02-01,10116768.0,43.36,237.016
DEU,Europe,Germany,2022-02-02,10347632.0,43.36,237.016
DEU,Europe,Germany,2022-02-03,10587123.0,43.35,237.016
DEU,Europe,Germany,2022-02-04,10824338.0,43.34,237.016
DEU,Europe,Germany,2022-02-05,11034170.0,43.34,237.016
DEU,Europe,Germany,2022-02-06,11167491.0,43.34,237.016
DEU,Europe,Germany,2022-02-07,11250334.0,43.34,237.016
DEU,Europe,Germany,2022-02-08,11428519.0,43.33,237.016
DEU,Europe,Germany,2022-02-09,11679527.0,43.33,237.016
DEU,Europe,Germany,2022-02-10,11927038.0,43.32,237.016
DEU,Europe,Germany,2022-02-11,12157171.0,43.32,237.016
DEU,Europe,Germany,2022-02-12,12363799.0,43.31,237.016
DEU,Europe,Germany,2022-02-13,12486096.0,43.31,237.016
DEU,Europe,Germany,2022-02-14,12560177.0,43.31,237.016
DEU,Europe,Germany,2022-02-15,12718747.0,43.31,237.016
DEU,Europe,Germany,2022-02-16,12947501.0,43.3,237.016
DEU,Europe,Germany,2022-02-17,13177554.0,43.3,237.016
DEU,Europe,Germany,2022-02-18,13390730.0,43.3,237.016
DEU,Europe,Germany,2022-02-19,13569461.0,43.3,237.016
DEU,Europe,Germany,2022-02-20,13689060.0,43.29,237.016
DEU,Europe,Germany,2022-02-21,13753299.0,43.29,237.016
DEU,Europe,Germany,2022-02-22,13892992.0,43.29,237.016
DEU,Europe,Germany,2022-02-23,14111720.0,43.29,237.016
DEU,Europe,Germany,2022-02-24,14320138.0,43.28,237.016
DEU,Europe,Germany,2022-02-25,14510244.0,43.28,237.016
DEU,Europe,Germany,2022-02-26,14682071.0,43.28,237.016
DEU,Europe,Germany,2022-02-27,14790693.0,43.28,237.016
DEU,Europe,Germany,2022-02-28,14846220.0,43.28,237.016
DEU,Europe,Germany,2022-03-01,14975038.0,43.28,237.016
DEU,Europe,Germany,2022-03-02,15169192.0,43.27,237.016
DEU,Europe,Germany,2022-03-03,15374860.0,43.27,237.016
DEU,Europe,Germany,2022-03-04,15587746.0,43.27,237.016
DEU,Europe,Germany,2022-03-05,15778015.0,43.27,237.016
DEU,Europe,Germany,2022-03-06,15900393.0,43.27,237.016
DEU,Europe,Germany,2022-03-07,15980280.0,43.27,237.016
DEU,Europe,Germany,2022-03-08,16146438.0,43.27,237.016
DEU,Europe,Germany,2022-03-09,16394397.0,43.26,237.016
DEU,Europe,Germany,2022-03-10,16655993.0,43.26,237.016
DEU,Europe,Germany,2022-03-11,16910373.0,43.26,237.016
DEU,Europe,Germany,2022-03-12,17149073.0,43.26,237.016
DEU,Europe,Germany,2022-03-13,17304934.0,43.26,237.016
DEU,Europe,Germany,2022-03-14,17393884.0,43.26,237.016
DEU,Europe,Germany,2022-03-15,17601846.0,43.26,237.016
DEU,Europe,Germany,2022-03-16,17886992.0,43.26,237.016
DEU,Europe,Germany,2022-03-17,18194401.0,43.26,237.016
DEU,Europe,Germany,2022-03-18,18489269.0,43.25,237.016
DEU,Europe,Germany,2022-03-19,18743938.0,43.25,237.016
DEU,Europe,Germany,2022-03-20,18887052.0,43.25,237.016
DEU,Europe,Germany,2022-03-21,18976273.0,43.25,237.016
DEU,Europe,Germany,2022-03-22,19214125.0,43.25,237.016
DEU,Europe,Germany,2022-03-23,19518874.0,43.25,237.016
DEU,Europe,Germany,2022-03-24,19826689.0,43.25,237.016
DEU,Europe,Germany,2022-03-25,20112848.0,43.25,237.016
DEU,Europe,Germany,2022-03-26,20356961.0,43.25,237.016
DEU,Europe,Germany,2022-03-27,20495091.0,43.25,237.016
DEU,Europe,Germany,2022-03-28,20564765.0,43.25,237.016
DEU,Europe,Germany,2022-03-29,20771698.0,43.25,237.016
DEU,Europe,Germany,2022-03-30,21045996.0,43.25,237.016
DEU,Europe,Germany,2022-03-31,21305870.0,43.24,237.016
DEU,Europe,Germany,2022-04-01,21537841.0,43.24,237.016
DEU,Europe,Germany,2022-04-02,21719932.0,43.24,237.016
DEU,Europe,Germany,2022-04-03,21813021.0,33.33,237.016
